AFA49450.1,WP_118518214.1,79.381,582,119,1,1,582,3,583,0.0,979
AFA49450.1,WP_013379183.1,79.210,582,120,1,1,582,3,583,0.0,976
AFA49450.1,WP_022236410.1,60.377,583,226,5,1,582,1,579,0.0,717
AFA49450.1,WP_129879800.1,58.752,577,234,4,1,576,1,574,0.0,689
AFA49450.1,WP_050639856.1,58.406,577,236,4,1,576,1,574,0.0,686
AFA49450.1,WP_021972959.1,56.873,582,246,5,1,581,1,578,0.0,674
AFA49450.1,WP_033126446.1,55.806,577,251,4,1,576,1,574,0.0,666
AFA49450.1,WP_022417050.1,51.563,576,273,5,4,576,5,577,0.0,622
AFA49450.1,WP_050641850.1,50.000,594,273,7,4,581,2,587,0.0,588
AFA49450.1,WP_095629722.1,51.207,580,271,7,1,577,1,571,0.0,578
AFA49450.1,WP_087478125.1,51.379,580,270,7,1,577,1,571,0.0,577
AFA49450.1,WP_058260668.1,50.171,584,279,5,4,582,2,578,0.0,565
AFA49450.1,WP_026880659.1,49.485,582,282,5,6,582,4,578,0.0,555
AFA49450.1,WP_075574046.1,48.801,584,285,7,4,582,2,576,0.0,542
AFA49450.1,WP_015778015.1,48.459,584,288,6,4,582,2,577,0.0,539
AFA49450.1,WP_019117057.1,48.459,584,288,6,4,582,2,577,0.0,536
AFA49450.1,WP_041954704.1,47.232,578,293,5,4,576,2,572,0.0,536
AFA49450.1,WP_016268012.1,47.627,590,289,7,2,579,4,585,0.0,533
AFA49450.1,WP_072067326.1,47.627,590,289,7,2,579,4,585,0.0,533
AFA49450.1,WP_119200451.1,47.627,590,289,7,2,579,4,585,0.0,533
AFA49450.1,WP_008766747.1,47.627,590,289,7,2,579,4,585,0.0,533
AFA49450.1,WP_055299610.1,47.627,590,289,7,2,579,4,585,0.0,532
AFA49450.1,WP_022470149.1,47.627,590,289,7,2,579,4,585,0.0,532
AFA49450.1,WP_091792327.1,45.347,591,307,5,1,581,1,585,0.0,532
AFA49450.1,WP_110057777.1,45.812,585,302,7,4,581,2,578,0.0,532
AFA49450.1,WP_094210108.1,45.812,585,302,7,4,581,2,578,0.0,532
AFA49450.1,WP_094204033.1,45.812,585,302,7,4,581,2,578,0.0,531
AFA49450.1,WP_010537425.1,47.288,590,291,7,2,579,4,585,0.0,531
AFA49450.1,WP_094207492.1,45.812,585,302,7,4,581,2,578,0.0,530
AFA49450.1,WP_129655157.1,47.458,590,290,7,2,579,4,585,0.0,530
AFA49450.1,WP_143919849.1,47.458,590,290,7,2,579,4,585,0.0,529
AFA49450.1,WP_074857127.1,47.458,590,290,7,2,579,4,585,0.0,529
AFA49450.1,WP_118417900.1,47.458,590,290,7,2,579,4,585,0.0,529
AFA49450.1,WP_072536581.1,48.382,587,283,8,4,581,2,577,0.0,527
AFA49450.1,WP_131748963.1,44.406,581,309,6,8,582,5,577,6.40e-176,514
AFA49450.1,WP_021866272.1,45.690,580,289,10,4,576,2,562,4.44e-174,508
AFA49450.1,WP_022502741.1,45.296,574,292,9,8,576,6,562,6.36e-171,500
AFA49450.1,WP_119219991.1,46.261,575,287,9,4,573,2,559,5.76e-170,498
