sp|P0AC23|FOCA_ECOLI,WP_000642546.1,100.000,285,0,0,1,285,1,285,0.0,578
sp|P0AC23|FOCA_ECOLI,WP_038430862.1,98.246,285,5,0,1,285,1,285,0.0,568
sp|P0AC23|FOCA_ECOLI,WP_114891478.1,53.232,263,123,0,10,272,13,275,2.48e-102,304
sp|P0AC23|FOCA_ECOLI,WP_046942302.1,52.852,263,124,0,10,272,13,275,7.81e-102,303
sp|P0AC23|FOCA_ECOLI,WP_005635109.1,53.232,263,123,0,10,272,13,275,9.30e-102,302
sp|P0AC23|FOCA_ECOLI,WP_065245670.1,53.232,263,123,0,10,272,13,275,1.16e-101,302
sp|P0AC23|FOCA_ECOLI,WP_118858889.1,52.471,263,125,0,10,272,13,275,1.22e-101,302
sp|P0AC23|FOCA_ECOLI,WP_118813489.1,52.852,263,124,0,10,272,13,275,1.30e-101,302
sp|P0AC23|FOCA_ECOLI,WP_053465239.1,52.471,263,125,0,10,272,13,275,1.75e-101,301
sp|P0AC23|FOCA_ECOLI,WP_118788949.1,52.471,263,125,0,10,272,13,275,2.06e-101,301
sp|P0AC23|FOCA_ECOLI,WP_046950591.1,52.091,263,126,0,10,272,13,275,2.20e-101,301
sp|P0AC23|FOCA_ECOLI,WP_111695986.1,52.852,263,124,0,10,272,13,275,4.06e-101,301
sp|P0AC23|FOCA_ECOLI,WP_005639778.1,52.471,263,125,0,10,272,13,275,4.78e-101,301
sp|P0AC23|FOCA_ECOLI,WP_118855532.1,52.091,263,126,0,10,272,13,275,4.94e-101,300
sp|P0AC23|FOCA_ECOLI,WP_134079448.1,52.471,263,125,0,10,272,13,275,4.94e-101,300
sp|P0AC23|FOCA_ECOLI,WP_118791584.1,52.091,263,126,0,10,272,13,275,5.45e-101,300
sp|P0AC23|FOCA_ECOLI,WP_118841855.1,52.091,263,126,0,10,272,13,275,5.69e-101,300
sp|P0AC23|FOCA_ECOLI,WP_118868268.1,52.091,263,126,0,10,272,13,275,9.61e-101,300
sp|P0AC23|FOCA_ECOLI,WP_005647050.1,52.471,263,125,0,10,272,13,275,1.08e-100,300
sp|P0AC23|FOCA_ECOLI,WP_046939114.1,52.091,263,126,0,10,272,13,275,1.18e-100,300
sp|P0AC23|FOCA_ECOLI,WP_118775400.1,51.711,263,127,0,10,272,13,275,1.41e-100,299
sp|P0AC23|FOCA_ECOLI,WP_048954196.1,51.711,263,127,0,10,272,13,275,1.61e-100,299
sp|P0AC23|FOCA_ECOLI,WP_005632020.1,53.543,254,118,0,19,272,22,275,1.71e-100,299
sp|P0AC23|FOCA_ECOLI,WP_118843431.1,51.711,263,127,0,10,272,13,275,1.79e-100,299
sp|P0AC23|FOCA_ECOLI,WP_046952786.1,51.711,263,127,0,10,272,13,275,2.13e-100,299
sp|P0AC23|FOCA_ECOLI,WP_106013457.1,51.711,263,127,0,10,272,13,275,2.93e-100,298
sp|P0AC23|FOCA_ECOLI,WP_005627709.1,51.711,263,127,0,10,272,13,275,3.72e-100,298
sp|P0AC23|FOCA_ECOLI,WP_118809029.1,52.091,263,126,0,10,272,13,275,5.22e-100,298
sp|P0AC23|FOCA_ECOLI,WP_005636450.1,51.711,263,127,0,10,272,13,275,5.82e-100,298
sp|P0AC23|FOCA_ECOLI,WP_118800979.1,51.331,263,128,0,10,272,13,275,1.01e-99,297
sp|P0AC23|FOCA_ECOLI,WP_065227396.1,50.709,282,138,1,1,282,1,281,3.90e-94,283
sp|P0AC23|FOCA_ECOLI,NP_416987.1,50.355,282,139,1,1,282,1,281,2.07e-93,281
sp|P0AC23|FOCA_ECOLI,YP_002413510.1,50.355,282,139,1,1,282,1,281,2.75e-93,281
sp|P0AC23|FOCA_ECOLI,WP_001244723.1,49.823,283,141,1,1,283,1,282,8.54e-93,280
sp|P0AC23|FOCA_ECOLI,WP_001244720.1,49.823,283,141,1,1,283,1,282,1.02e-92,279
sp|P0AC23|FOCA_ECOLI,WP_001244742.1,49.823,283,141,1,1,283,1,282,1.59e-92,279
sp|P0AC23|FOCA_ECOLI,YP_002408578.1,49.645,282,141,1,1,282,1,281,1.45e-91,276
sp|P0AC23|FOCA_ECOLI,WP_048707123.1,47.566,267,122,2,11,277,8,256,9.38e-77,238
sp|P0AC23|FOCA_ECOLI,YP_006778100.1,48.374,246,122,3,1,244,1,243,5.73e-71,223
sp|P0AC23|FOCA_ECOLI,WP_004828103.1,35.315,286,176,3,1,284,1,279,2.34e-53,179
sp|P0AC23|FOCA_ECOLI,KXB51880.1,40.590,271,147,5,8,278,16,272,3.61e-53,178
sp|P0AC23|FOCA_ECOLI,WP_037326838.1,35.417,288,173,4,1,284,1,279,8.41e-53,177
sp|P0AC23|FOCA_ECOLI,WP_004838145.1,41.553,219,125,2,65,283,62,277,2.15e-48,166
sp|P0AC23|FOCA_ECOLI,WP_066780747.1,40.221,271,148,5,8,278,12,268,1.77e-47,163
sp|P0AC23|FOCA_ECOLI,WP_005433104.1,36.232,276,160,6,8,281,10,271,3.85e-45,157
sp|P0AC23|FOCA_ECOLI,WP_118022230.1,37.121,264,158,3,21,282,13,270,4.57e-45,157
sp|P0AC23|FOCA_ECOLI,WP_022443006.1,37.918,269,154,5,8,275,18,274,1.43e-44,156
sp|P0AC23|FOCA_ECOLI,WP_022505323.1,34.892,278,170,3,13,285,9,280,6.58e-43,152
sp|P0AC23|FOCA_ECOLI,WP_006941199.1,38.017,242,144,3,42,282,34,270,2.11e-42,150
sp|P0AC23|FOCA_ECOLI,WP_118517253.1,35.740,277,155,5,10,284,5,260,2.02e-40,145
sp|P0AC23|FOCA_ECOLI,WP_117999073.1,35.955,267,159,4,10,275,1,256,4.11e-39,141
sp|P0AC23|FOCA_ECOLI,WP_117913705.1,35.081,248,157,2,21,266,10,255,1.54e-38,140
sp|P0AC23|FOCA_ECOLI,WP_022166213.1,35.581,267,160,4,10,275,1,256,2.38e-38,139
sp|P0AC23|FOCA_ECOLI,WP_073383434.1,34.643,280,152,6,10,283,5,259,2.21e-37,137
sp|P0AC23|FOCA_ECOLI,WP_150263309.1,35.075,268,146,6,11,278,9,248,4.88e-37,135
sp|P0AC23|FOCA_ECOLI,WP_041954681.1,34.328,268,148,5,11,278,9,248,6.37e-37,135
sp|P0AC23|FOCA_ECOLI,WP_029950222.1,33.955,268,149,5,11,278,9,248,1.04e-36,135
sp|P0AC23|FOCA_ECOLI,WP_044188795.1,38.113,265,138,7,26,285,17,260,3.52e-36,134
sp|P0AC23|FOCA_ECOLI,WP_036863497.1,32.857,280,161,6,8,281,2,260,4.10e-36,134
sp|P0AC23|FOCA_ECOLI,WP_119212039.1,33.468,248,161,2,21,266,10,255,6.35e-36,133
sp|P0AC23|FOCA_ECOLI,WP_004832703.1,34.328,268,148,6,11,278,9,248,7.20e-36,132
sp|P0AC23|FOCA_ECOLI,WP_044231772.1,37.736,265,139,7,26,285,17,260,8.07e-36,133
sp|P0AC23|FOCA_ECOLI,WP_036846626.1,32.857,280,161,6,8,281,2,260,1.04e-35,132
