tr|S4HL05|S4HL05_GARVA,WP_004137994.1,100.000,256,0,0,1,256,1,256,0.0,526
tr|S4HL05|S4HL05_GARVA,WP_016810534.1,99.609,256,1,0,1,256,1,256,0.0,525
tr|S4HL05|S4HL05_GARVA,tr|S4HPT8|S4HPT8_GARVA,99.609,256,1,0,1,256,1,256,0.0,524
tr|S4HL05|S4HL05_GARVA,WP_032835928.1,99.609,256,1,0,1,256,1,256,0.0,523
tr|S4HL05|S4HL05_GARVA,WP_060786702.1,99.219,256,2,0,1,256,1,256,0.0,522
tr|S4HL05|S4HL05_GARVA,tr|I4LVT3|I4LVT3_GARVA,99.587,242,1,0,15,256,1,242,1.74e-179,496
tr|S4HL05|S4HL05_GARVA,tr|I4M441|I4M441_GARVA,99.174,242,2,0,15,256,1,242,9.82e-179,494
tr|S4HL05|S4HL05_GARVA,WP_033888502.1,91.797,256,21,0,1,256,1,256,7.00e-175,485
tr|S4HL05|S4HL05_GARVA,WP_103084245.1,92.032,251,20,0,6,256,19,269,3.97e-174,484
tr|S4HL05|S4HL05_GARVA,WP_032835443.1,91.406,256,22,0,1,256,1,256,6.01e-174,483
tr|S4HL05|S4HL05_GARVA,tr|D6SXV8|D6SXV8_GARVA,91.406,256,22,0,1,256,15,270,8.22e-174,483
tr|S4HL05|S4HL05_GARVA,WP_102695167.1,92.520,254,16,1,6,256,3,256,2.26e-173,481
tr|S4HL05|S4HL05_GARVA,tr|I4M349|I4M349_GARVA,92.126,254,17,1,6,256,17,270,3.17e-173,481
tr|S4HL05|S4HL05_GARVA,WP_029600181.1,92.126,254,17,1,6,256,3,256,7.99e-173,480
tr|S4HL05|S4HL05_GARVA,tr|I4M7T4|I4M7T4_GARVA,92.126,254,17,1,6,256,17,270,1.29e-172,480
tr|S4HL05|S4HL05_GARVA,tr|I4MCM5|I4MCM5_GARVA,91.732,254,18,1,6,256,17,270,5.36e-172,478
tr|S4HL05|S4HL05_GARVA,WP_032814368.1,92.339,248,19,0,9,256,9,256,2.19e-171,476
tr|S4HL05|S4HL05_GARVA,WP_075523277.1,93.004,243,17,0,14,256,2,244,4.85e-168,468
tr|S4HL05|S4HL05_GARVA,WP_003840758.1,90.164,244,24,0,13,256,22,265,3.05e-165,461
tr|S4HL05|S4HL05_GARVA,WP_065466859.1,89.754,244,25,0,13,256,22,265,9.97e-165,460
tr|S4HL05|S4HL05_GARVA,tr|D6SZA2|D6SZA2_GARVA,94.500,200,11,0,57,256,1,200,7.13e-139,392
tr|S4HL05|S4HL05_GARVA,WP_002563945.1,73.878,245,64,0,12,256,8,252,5.71e-135,384
tr|S4HL05|S4HL05_GARVA,WP_048596336.1,71.605,243,69,0,14,256,18,260,2.98e-130,372
tr|S4HL05|S4HL05_GARVA,WP_061103232.1,72.016,243,68,0,14,256,18,260,3.75e-130,372
tr|S4HL05|S4HL05_GARVA,WP_006302448.1,71.193,243,70,0,14,256,18,260,1.22e-129,371
tr|S4HL05|S4HL05_GARVA,WP_040327151.1,72.314,242,67,0,12,253,14,255,3.63e-128,367
tr|S4HL05|S4HL05_GARVA,WP_004808002.1,66.400,250,84,0,7,256,2,251,1.05e-120,348
tr|S4HL05|S4HL05_GARVA,WP_005027783.1,63.333,240,88,0,15,254,3,242,5.26e-108,315
tr|S4HL05|S4HL05_GARVA,WP_000078330.1,59.259,243,99,0,12,254,9,251,3.99e-103,303
tr|S4HL05|S4HL05_GARVA,EEW51531.1,56.017,241,106,0,15,255,19,259,2.24e-102,302
tr|S4HL05|S4HL05_GARVA,EFO70202.1,56.017,241,106,0,15,255,4,244,2.89e-102,301
tr|S4HL05|S4HL05_GARVA,WP_000078339.1,58.848,243,100,0,12,254,9,251,3.51e-102,301
tr|S4HL05|S4HL05_GARVA,WP_000078338.1,58.848,243,100,0,12,254,9,251,3.75e-102,301
tr|S4HL05|S4HL05_GARVA,WP_065227764.1,58.848,243,100,0,12,254,9,251,4.27e-102,301
tr|S4HL05|S4HL05_GARVA,WP_000078340.1,58.848,243,100,0,12,254,9,251,4.98e-102,301
tr|S4HL05|S4HL05_GARVA,PMC46422.1,56.017,241,106,0,15,255,4,244,5.70e-102,300
tr|S4HL05|S4HL05_GARVA,EGG32867.1,56.017,241,106,0,15,255,4,244,1.17e-101,300
tr|S4HL05|S4HL05_GARVA,WP_000078321.1,58.436,243,101,0,12,254,9,251,1.33e-101,300
tr|S4HL05|S4HL05_GARVA,YP_006777252.1,58.436,243,101,0,12,254,9,251,1.52e-101,300
tr|S4HL05|S4HL05_GARVA,WP_005025934.1,58.091,241,101,0,14,254,10,250,1.87e-101,299
tr|S4HL05|S4HL05_GARVA,EFQ50366.1,55.602,241,107,0,15,255,4,244,1.96e-101,299
tr|S4HL05|S4HL05_GARVA,YP_006121590.1,58.436,243,101,0,12,254,9,251,2.11e-101,299
tr|S4HL05|S4HL05_GARVA,YP_002414405.1,58.436,243,101,0,12,254,9,251,4.39e-101,298
tr|S4HL05|S4HL05_GARVA,WP_022442991.1,61.250,240,92,1,15,254,7,245,4.96e-101,298
